time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.004,-0.23,0.74,0.37,-0.92,0.30,-1.79,-0.34,-0.14,0.19,0.00
0.005,-0.23,0.74,0.37,-0.92,0.30,-1.79,-0.36,0.13,0.20,0.00
0.006,-0.23,0.74,0.37,0.77,-0.08,-2.21,-0.36,0.13,0.20,0.00
0.007,-0.18,0.73,0.45,0.77,-0.08,-2.21,-0.36,0.13,0.20,0.00
0.007,-0.18,0.73,0.45,0.77,-0.08,-2.21,-0.38,0.22,0.13,0.00
0.008,-0.18,0.73,0.45,1.26,-0.11,-1.39,-0.38,0.22,0.13,0.00
0.009,-0.22,0.74,0.40,1.26,-0.11,-1.39,-0.38,0.22,0.13,0.00
0.01,-0.22,0.74,0.40,1.26,-0.11,-1.39,-0.40,0.19,0.01,0.00
0.01,-0.22,0.74,0.40,0.88,0.02,-1.93,-0.40,0.19,0.01,0.00
0.026,-0.31,0.75,0.35,0.88,0.02,-1.93,-0.40,0.19,0.01,0.00
0.027,-0.31,0.75,0.35,0.88,0.02,-1.93,-0.39,0.12,-0.08,0.00
0.028,-0.31,0.75,0.35,0.04,0.16,-2.43,-0.39,0.12,-0.08,0.00
0.03,-0.40,0.77,0.33,0.04,0.16,-2.43,-0.39,0.12,-0.08,0.00
0.031,-0.40,0.77,0.33,0.04,0.16,-2.43,-0.41,0.19,-0.15,0.00
0.032,-0.40,0.77,0.33,-0.77,0.30,-2.61,-0.41,0.19,-0.15,0.00
0.04,-0.43,0.76,0.34,-0.77,0.30,-2.61,-0.41,0.19,-0.15,0.00
0.041,-0.43,0.76,0.34,-0.77,0.30,-2.61,-0.44,0.36,-0.17,0.00
0.042,-0.43,0.76,0.34,-1.13,0.27,-2.56,-0.44,0.36,-0.17,0.00
0.055,-0.43,0.75,0.36,-1.13,0.27,-2.56,-0.44,0.36,-0.17,0.00
0.057,-0.43,0.75,0.36,-1.13,0.27,-2.56,-0.48,0.49,-0.16,0.00
0.057,-0.43,0.75,0.36,-1.05,0.23,-2.35,-0.48,0.49,-0.16,0.00
0.06,-0.39,0.74,0.39,-1.05,0.23,-2.35,-0.48,0.49,-0.16,0.00
0.061,-0.39,0.74,0.39,-1.05,0.23,-2.35,-0.53,0.54,-0.15,0.00
0.061,-0.39,0.74,0.39,-0.61,0.11,-2.14,-0.53,0.54,-0.15,0.00
0.07,-0.37,0.72,0.42,-0.61,0.11,-2.14,-0.53,0.54,-0.15,0.00
0.071,-0.37,0.72,0.42,-0.61,0.11,-2.14,-0.59,0.53,-0.16,0.00
0.072,-0.37,0.72,0.42,-0.38,0.01,-1.81,-0.59,0.53,-0.16,0.00
0.08,-0.39,0.70,0.46,-0.38,0.01,-1.81,-0.59,0.53,-0.16,0.00
0.081,-0.39,0.70,0.46,-0.38,0.01,-1.81,-0.65,0.48,-0.19,0.00
0.081,-0.39,0.70,0.46,-0.52,-0.11,-1.54,-0.65,0.48,-0.19,0.00
0.098,-0.42,0.69,0.48,-0.52,-0.11,-1.54,-0.65,0.48,-0.19,0.00
0.1,-0.42,0.69,0.48,-0.52,-0.11,-1.54,-0.68,0.44,-0.21,0.00
0.101,-0.42,0.69,0.48,-0.77,-0.21,-1.37,-0.68,0.44,-0.21,0.00
0.102,-0.43,0.68,0.44,-0.77,-0.21,-1.37,-0.68,0.44,-0.21,0.00
0.103,-0.43,0.68,0.44,-0.77,-0.21,-1.37,-0.71,0.39,-0.19,0.00
0.104,-0.43,0.68,0.44,-0.88,-0.23,-1.73,-0.71,0.39,-0.19,0.00
0.11,-0.43,0.68,0.41,-0.88,-0.23,-1.73,-0.71,0.39,-0.19,0.00
0.111,-0.43,0.68,0.41,-0.88,-0.23,-1.73,-0.74,0.34,-0.17,0.00
0.113,-0.43,0.68,0.41,-0.84,-0.19,-2.08,-0.74,0.34,-0.17,0.00
0.126,-0.42,0.67,0.39,-0.84,-0.19,-2.08,-0.74,0.34,-0.17,0.00
0.127,-0.42,0.67,0.39,-0.84,-0.19,-2.08,-0.77,0.29,-0.17,0.00
0.128,-0.42,0.67,0.39,-0.63,-0.25,-2.31,-0.77,0.29,-0.17,0.00
0.13,-0.39,0.66,0.38,-0.63,-0.25,-2.31,-0.77,0.29,-0.17,0.00
0.132,-0.39,0.66,0.38,-0.63,-0.25,-2.31,-0.79,0.30,-0.18,0.00
0.133,-0.39,0.66,0.38,-0.32,-0.26,-2.50,-0.79,0.30,-0.18,0.00
0.141,-0.39,0.65,0.37,-0.32,-0.26,-2.50,-0.79,0.30,-0.18,0.00
0.142,-0.39,0.65,0.37,-0.32,-0.26,-2.50,-0.80,0.37,-0.20,0.00
0.143,-0.39,0.65,0.37,-0.27,-0.31,-2.58,-0.80,0.37,-0.20,0.00
0.153,-0.37,0.64,0.38,-0.27,-0.31,-2.58,-0.80,0.37,-0.20,0.00
0.154,-0.37,0.64,0.38,-0.27,-0.31,-2.58,-0.82,0.45,-0.22,0.00
0.155,-0.37,0.64,0.38,-0.10,-0.37,-2.51,-0.82,0.45,-0.22,0.00
0.16,-0.40,0.64,0.40,-0.10,-0.37,-2.51,-0.82,0.45,-0.22,0.00
