time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.004,-0.34,0.57,0.63,-0.50,-0.26,-0.88,-0.26,-0.43,-0.13,0.00
0.005,-0.34,0.57,0.63,-0.50,-0.26,-0.88,-0.25,-0.22,-0.04,0.00
0.005,-0.34,0.57,0.63,-0.07,-0.49,-0.79,-0.25,-0.22,-0.04,0.00
0.006,-0.33,0.53,0.62,-0.07,-0.49,-0.79,-0.25,-0.22,-0.04,0.00
0.007,-0.33,0.53,0.62,-0.07,-0.49,-0.79,-0.22,-0.11,0.03,0.00
0.008,-0.33,0.53,0.62,-0.01,-0.88,-0.87,-0.22,-0.11,0.03,0.00
0.017,-0.36,0.54,0.59,-0.01,-0.88,-0.87,-0.22,-0.11,0.03,0.00
0.018,-0.36,0.54,0.59,-0.01,-0.88,-0.87,-0.20,-0.09,0.04,0.00
0.019,-0.36,0.54,0.59,-0.35,-0.83,-1.17,-0.20,-0.09,0.04,0.00
0.021,-0.37,0.55,0.60,-0.35,-0.83,-1.17,-0.20,-0.09,0.04,0.00
0.022,-0.37,0.55,0.60,-0.35,-0.83,-1.17,-0.21,-0.04,0.05,0.00
0.022,-0.37,0.55,0.60,-0.47,-0.72,-1.12,-0.21,-0.04,0.05,0.00
0.032,-0.37,0.57,0.60,-0.47,-0.72,-1.12,-0.21,-0.04,0.05,0.00
0.034,-0.37,0.57,0.60,-0.47,-0.72,-1.12,-0.20,0.05,0.09,0.00
0.035,-0.37,0.57,0.60,-0.44,-0.48,-1.16,-0.20,0.05,0.09,0.00
0.044,-0.35,0.57,0.57,-0.44,-0.48,-1.16,-0.20,0.05,0.09,0.00
0.045,-0.35,0.57,0.57,-0.44,-0.48,-1.16,-0.18,0.12,0.15,0.00
0.046,-0.35,0.57,0.57,-0.20,-0.50,-1.48,-0.18,0.12,0.15,0.00
0.052,-0.32,0.54,0.55,-0.20,-0.50,-1.48,-0.18,0.12,0.15,0.00
0.053,-0.32,0.54,0.55,-0.20,-0.50,-1.48,-0.18,0.21,0.19,0.00
0.054,-0.32,0.54,0.55,0.05,-0.73,-1.64,-0.18,0.21,0.19,0.00
0.062,-0.29,0.53,0.54,0.05,-0.73,-1.64,-0.18,0.21,0.19,0.00
0.063,-0.29,0.53,0.54,0.05,-0.73,-1.64,-0.18,0.32,0.21,0.00
0.064,-0.29,0.53,0.54,0.35,-0.89,-1.70,-0.18,0.32,0.21,0.00
0.086,-0.31,0.54,0.57,0.35,-0.89,-1.70,-0.18,0.32,0.21,0.00
0.088,-0.31,0.54,0.57,0.35,-0.89,-1.70,-0.18,0.42,0.18,0.00
0.088,-0.31,0.54,0.57,0.18,-0.71,-1.47,-0.18,0.42,0.18,0.00
0.089,-0.37,0.54,0.54,0.18,-0.71,-1.47,-0.18,0.42,0.18,0.00
0.09,-0.37,0.54,0.54,0.18,-0.71,-1.47,-0.17,0.46,0.13,0.00
0.091,-0.37,0.54,0.54,-0.34,-0.70,-1.77,-0.17,0.46,0.13,0.00
0.092,-0.37,0.55,0.58,-0.34,-0.70,-1.77,-0.17,0.46,0.13,0.00
0.093,-0.37,0.55,0.58,-0.34,-0.70,-1.77,-0.15,0.48,0.10,0.00
0.094,-0.37,0.55,0.58,-0.39,-0.63,-1.33,-0.15,0.48,0.10,0.00
0.109,-0.37,0.54,0.57,-0.39,-0.63,-1.33,-0.15,0.48,0.10,0.00
0.11,-0.37,0.54,0.57,-0.39,-0.63,-1.33,-0.15,0.49,0.04,0.00
0.111,-0.37,0.54,0.57,-0.27,-0.73,-1.43,-0.15,0.49,0.04,0.00
0.118,-0.40,0.59,0.58,-0.27,-0.73,-1.43,-0.15,0.49,0.04,0.00
0.119,-0.40,0.59,0.58,-0.27,-0.73,-1.43,-0.13,0.40,-0.05,0.00
0.119,-0.40,0.59,0.58,-0.58,-0.21,-1.31,-0.13,0.40,-0.05,0.00
0.124,-0.41,0.63,0.58,-0.58,-0.21,-1.31,-0.13,0.40,-0.05,0.00
0.126,-0.41,0.63,0.58,-0.58,-0.21,-1.31,-0.10,0.27,-0.11,0.00
0.126,-0.41,0.63,0.58,-0.68,0.18,-1.31,-0.10,0.27,-0.11,0.00
0.132,-0.41,0.65,0.55,-0.68,0.18,-1.31,-0.10,0.27,-0.11,0.00
0.133,-0.41,0.65,0.55,-0.68,0.18,-1.31,-0.08,0.17,-0.12,0.00
0.134,-0.41,0.65,0.55,-0.61,0.42,-1.58,-0.08,0.17,-0.12,0.00
0.144,-0.38,0.67,0.54,-0.61,0.42,-1.58,-0.08,0.17,-0.12,0.00
0.145,-0.38,0.67,0.54,-0.61,0.42,-1.58,-0.08,0.13,-0.10,0.00
0.145,-0.38,0.67,0.54,-0.34,0.58,-1.71,-0.08,0.13,-0.10,0.00
0.153,-0.36,0.67,0.57,-0.34,0.58,-1.71,-0.08,0.13,-0.10,0.00
0.154,-0.36,0.67,0.57,-0.34,0.58,-1.71,-0.10,0.14,-0.10,0.00
0.155,-0.36,0.67,0.57,-0.12,0.60,-1.37,-0.10,0.14,-0.10,0.00
0.17,-0.37,0.68,0.60,-0.12,0.60,-1.37,-0.10,0.14,-0.10,0.00
0.171,-0.37,0.68,0.60,-0.12,0.60,-1.37,-0.11,0.17,-0.11,0.00
0.172,-0.37,0.68,0.60,-0.17,0.68,-1.12,-0.11,0.17,-0.11,0.00
0.186,-0.40,0.69,0.64,-0.17,0.68,-1.12,-0.11,0.17,-0.11,0.00
0.187,-0.40,0.69,0.64,-0.17,0.68,-1.12,-0.12,0.22,-0.11,0.00
0.188,-0.40,0.69,0.64,-0.50,0.84,-0.77,-0.12,0.22,-0.11,0.00
0.189,-0.45,0.70,0.66,-0.50,0.84,-0.77,-0.12,0.22,-0.11,0.00
0.19,-0.45,0.70,0.66,-0.50,0.84,-0.77,-0.12,0.28,-0.11,0.00
0.191,-0.45,0.70,0.66,-0.95,0.92,-0.51,-0.12,0.28,-0.11,0.00
0.204,-0.48,0.70,0.69,-0.95,0.92,-0.51,-0.12,0.28,-0.11,0.00
0.205,-0.48,0.70,0.69,-0.95,0.92,-0.51,-0.15,0.34,-0.09,0.00
0.206,-0.48,0.70,0.69,-1.16,0.91,-0.21,-0.15,0.34,-0.09,0.00
0.207,-0.50,0.69,0.74,-1.16,0.91,-0.21,-0.15,0.34,-0.09,0.00
0.208,-0.50,0.69,0.74,-1.16,0.91,-0.21,-0.22,0.37,-0.07,0.00
0.209,-0.50,0.69,0.74,-1.34,0.83,0.30,-0.22,0.37,-0.07,0.00
0.227,-0.51,0.66,0.81,-1.34,0.83,0.30,-0.22,0.37,-0.07,0.00
0.228,-0.51,0.66,0.81,-1.34,0.83,0.30,-0.29,0.35,-0.06,0.00
0.229,-0.51,0.66,0.81,-1.38,0.62,0.99,-0.29,0.35,-0.06,0.00
0.23,-0.51,0.65,0.86,-1.38,0.62,0.99,-0.29,0.35,-0.06,0.00
0.231,-0.51,0.65,0.86,-1.38,0.62,0.99,-0.32,0.26,-0.05,0.00
0.232,-0.51,0.65,0.86,-1.46,0.49,1.41,-0.32,0.26,-0.05,0.00
0.238,-0.52,0.64,0.85,-1.46,0.49,1.41,-0.32,0.26,-0.05,0.00
0.239,-0.52,0.64,0.85,-1.46,0.49,1.41,-0.30,0.13,-0.04,0.00
0.24,-0.52,0.64,0.85,-1.47,0.45,1.35,-0.30,0.13,-0.04,0.00
0.244,-0.52,0.66,0.80,-1.47,0.45,1.35,-0.30,0.13,-0.04,0.00
0.245,-0.52,0.66,0.80,-1.47,0.45,1.35,-0.26,-0.04,-0.02,0.00
0.246,-0.52,0.66,0.80,-1.49,0.62,0.80,-0.26,-0.04,-0.02,0.00
0.254,-0.50,0.69,0.75,-1.49,0.62,0.80,-0.26,-0.04,-0.02,0.00
0.255,-0.50,0.69,0.75,-1.49,0.62,0.80,-0.23,-0.19,-0.03,0.00
0.256,-0.50,0.69,0.75,-1.30,0.93,0.33,-0.23,-0.19,-0.03,0.00
0.268,-0.46,0.73,0.72,-1.30,0.93,0.33,-0.23,-0.19,-0.03,0.00
0.269,-0.46,0.73,0.72,-1.30,0.93,0.33,-0.20,-0.27,-0.05,0.00
0.27,-0.46,0.73,0.72,-0.95,1.40,-0.06,-0.20,-0.27,-0.05,0.00
